Student_ID,Attendance (%),Internal Test 1 (out of 40),Internal Test 2 (out of 40),Assignment Score (out of 10),Daily Study Hours,Final Exam Marks (out of 100),Internal1_25,Internal2_25,Assignment_5,Internal_Total,Risk
S1765,91,27,36,7,3,58,16.875,22.5,3.5,23.1875,Medium
S1766,84,36,34,9,2,66,22.5,21.25,4.5,26.375,Medium
S1767,81,25,26,6,3,53,15.625,16.25,3.0,18.9375,Medium
S1768,89,39,34,8,2,68,24.375,21.25,4.0,26.8125,Medium
S1769,84,33,35,7,3,64,20.625,21.875,3.5,24.75,Medium
S1770,81,30,36,8,3,63,18.75,22.5,4.0,24.625,Medium
S1771,78,27,30,6,3,63,16.875,18.75,3.0,20.8125,Medium
S1772,93,40,27,8,4,73,25.0,16.875,4.0,24.9375,Medium
S1773,91,29,35,8,2,62,18.125,21.875,4.0,24.0,Medium
S1774,86,40,33,8,3,72,25.0,20.625,4.0,26.8125,Medium
S1775,78,28,32,7,3,59,17.5,20.0,3.5,22.25,Medium
S1776,100,40,40,9,4,87,25.0,25.0,4.5,29.5,Low
S1777,97,40,30,9,4,75,25.0,18.75,4.5,26.375,Low
S1778,94,32,37,7,2,61,20.0,23.125,3.5,25.0625,Medium
S1779,88,39,36,7,3,76,24.375,22.5,3.5,26.9375,Low
S1780,83,34,30,6,3,59,21.25,18.75,3.0,23.0,Medium
S1781,91,36,35,8,3,78,22.5,21.875,4.0,26.1875,Low
S1782,87,34,35,8,2,73,21.25,21.875,4.0,25.5625,Medium
S1783,87,21,40,8,3,62,13.125,25.0,4.0,23.0625,Medium
S1784,82,30,34,8,3,52,18.75,21.25,4.0,24.0,Medium
S1785,85,24,27,5,2,51,15.0,16.875,2.5,18.4375,Medium
S1786,80,28,21,6,3,48,17.5,13.125,3.0,18.3125,High
S1787,92,32,39,8,3,76,20.0,24.375,4.0,26.1875,Low
S1788,83,23,34,7,3,55,14.374999999999998,21.25,3.5,21.3125,Medium
S1789,100,38,26,7,3,70,23.75,16.25,3.5,23.5,Medium
S1790,81,30,25,7,3,64,18.75,15.625,3.5,20.6875,Medium
S1791,86,32,37,7,2,65,20.0,23.125,3.5,25.0625,Medium
S1792,99,30,36,7,3,73,18.75,22.5,3.5,24.125,Medium
S1793,78,23,35,8,3,63,14.374999999999998,21.875,4.0,22.125,Medium
S1794,94,40,24,7,3,68,25.0,15.0,3.5,23.5,Medium
S1795,77,36,31,8,3,67,22.5,19.375,4.0,24.9375,Medium
S1796,86,38,29,8,3,76,23.75,18.125,4.0,24.9375,Low
S1797,84,36,35,8,3,75,22.5,21.875,4.0,26.1875,Low
S1798,84,38,26,8,2,57,23.75,16.25,4.0,24.0,Medium
S1799,97,40,36,9,3,81,25.0,22.5,4.5,28.25,Low
S1800,96,28,34,7,3,76,17.5,21.25,3.5,22.875,Low
S1801,91,28,35,7,3,69,17.5,21.875,3.5,23.1875,Medium
S1802,84,35,38,9,3,73,21.875,23.75,4.5,27.3125,Medium
S1803,72,31,34,8,2,61,19.375,21.25,4.0,24.3125,High
S1804,91,34,30,7,3,69,21.25,18.75,3.5,23.5,Medium
S1805,85,33,28,8,3,59,20.625,17.5,4.0,23.0625,Medium
S1806,79,34,28,8,2,54,21.25,17.5,4.0,23.375,Medium
S1807,87,27,23,6,3,55,16.875,14.374999999999998,3.0,18.625,Medium
S1808,87,31,40,7,4,78,19.375,25.0,3.5,25.6875,Low
S1809,84,28,40,7,2,60,17.5,25.0,3.5,24.75,Medium
S1810,89,38,36,9,3,76,23.75,22.5,4.5,27.625,Low
S1811,100,36,38,8,3,77,22.5,23.75,4.0,27.125,Low
S1812,82,33,29,6,3,68,20.625,18.125,3.0,22.375,Medium
S1813,94,34,31,8,2,66,21.25,19.375,4.0,24.3125,Medium
S1814,100,39,35,9,3,83,24.375,21.875,4.5,27.625,Low
S1815,89,40,32,8,3,75,25.0,20.0,4.0,26.5,Low
S1816,87,34,34,8,4,72,21.25,21.25,4.0,25.25,Medium
S1817,94,28,34,8,2,62,17.5,21.25,4.0,23.375,Medium
S1818,86,26,36,7,3,62,16.25,22.5,3.5,22.875,Medium
S1819,88,28,33,7,4,65,17.5,20.625,3.5,22.5625,Medium
S1820,74,32,24,6,3,57,20.0,15.0,3.0,20.5,High
S1821,84,31,32,8,3,71,19.375,20.0,4.0,23.6875,Medium
S1822,97,33,31,8,4,68,20.625,19.375,4.0,24.0,Medium
S1823,86,31,31,8,4,67,19.375,19.375,4.0,23.375,Medium
S1824,100,39,39,9,3,86,24.375,24.375,4.5,28.875,Low
S1825,86,32,34,7,2,59,20.0,21.25,3.5,24.125,Medium
S1826,92,37,34,9,2,75,23.125,21.25,4.5,26.6875,Low
S1827,79,32,31,7,3,62,20.0,19.375,3.5,23.1875,Medium
S1828,84,32,37,8,3,70,20.0,23.125,4.0,25.5625,Medium
S1829,82,34,29,7,3,66,21.25,18.125,3.5,23.1875,Medium
S1830,86,32,33,7,3,67,20.0,20.625,3.5,23.8125,Medium
S1831,91,35,34,8,3,77,21.875,21.25,4.0,25.5625,Low
S1832,81,30,32,8,3,64,18.75,20.0,4.0,23.375,Medium
S1833,76,26,26,6,3,50,16.25,16.25,3.0,19.25,Medium
S1834,85,27,23,5,2,42,16.875,14.374999999999998,2.5,18.125,High
S1835,91,33,30,8,4,70,20.625,18.75,4.0,23.6875,Medium
S1836,97,39,31,8,3,78,24.375,19.375,4.0,25.875,Low
S1837,76,23,26,5,3,42,14.374999999999998,16.25,2.5,17.8125,High
S1838,70,31,37,9,2,65,19.375,23.125,4.5,25.75,High
S1839,81,32,29,6,2,60,20.0,18.125,3.0,22.0625,Medium
S1840,96,40,37,8,3,84,25.0,23.125,4.0,28.0625,Low
S1841,76,29,29,7,3,49,18.125,18.125,3.5,21.625,High
S1842,81,33,32,8,3,52,20.625,20.0,4.0,24.3125,Medium
S1843,98,32,40,8,4,83,20.0,25.0,4.0,26.5,Low
S1844,83,34,33,9,2,69,21.25,20.625,4.5,25.4375,Medium
S1845,85,35,31,8,3,68,21.875,19.375,4.0,24.625,Medium
S1846,87,40,29,8,2,63,25.0,18.125,4.0,25.5625,Medium
S1847,91,34,33,8,3,74,21.25,20.625,4.0,24.9375,Medium
S1848,84,30,40,8,3,67,18.75,25.0,4.0,25.875,Medium
S1849,70,28,29,7,3,61,17.5,18.125,3.5,21.3125,High
S1850,84,32,32,8,2,61,20.0,20.0,4.0,24.0,Medium
S1851,88,33,27,7,3,62,20.625,16.875,3.5,22.25,Medium
S1852,62,22,22,5,3,36,13.750000000000002,13.750000000000002,2.5,16.25,High
S1853,95,34,40,9,3,63,21.25,25.0,4.5,27.625,Medium
S1854,83,36,28,8,2,67,22.5,17.5,4.0,24.0,Medium
S1855,72,26,28,7,2,42,16.25,17.5,3.5,20.375,High
S1856,81,31,37,7,3,57,19.375,23.125,3.5,24.75,Medium
S1857,99,40,37,9,3,81,25.0,23.125,4.5,28.5625,Low
S1858,91,34,34,7,3,60,21.25,21.25,3.5,24.75,Medium
S1859,86,27,34,8,3,66,16.875,21.25,4.0,23.0625,Medium
S1860,84,38,34,7,3,71,23.75,21.25,3.5,26.0,Medium
S1861,67,22,27,5,3,41,13.750000000000002,16.875,2.5,17.8125,High
S1862,85,28,34,7,2,47,17.5,21.25,3.5,22.875,High
S1863,93,37,39,9,2,79,23.125,24.375,4.5,28.25,Low
S1864,78,26,26,5,1,48,16.25,16.25,2.5,18.75,High
S1865,90,29,35,8,4,71,18.125,21.875,4.0,24.0,Medium
S1866,79,27,32,7,3,62,16.875,20.0,3.5,21.9375,Medium
S1867,90,36,32,6,3,69,22.5,20.0,3.0,24.25,Medium
S1868,74,29,26,6,2,42,18.125,16.25,3.0,20.1875,High
S1869,88,32,31,7,3,64,20.0,19.375,3.5,23.1875,Medium
S1870,74,37,27,8,2,59,23.125,16.875,4.0,24.0,High
S1871,72,31,29,8,2,53,19.375,18.125,4.0,22.75,High
S1872,81,30,33,7,3,58,18.75,20.625,3.5,23.1875,Medium
S1873,83,28,33,8,3,61,17.5,20.625,4.0,23.0625,Medium
S1874,86,33,38,7,4,82,20.625,23.75,3.5,25.6875,Low
S1875,77,31,32,8,2,62,19.375,20.0,4.0,23.6875,Medium
S1876,81,25,37,9,3,72,15.625,23.125,4.5,23.875,Medium
S1877,84,37,29,7,3,56,23.125,18.125,3.5,24.125,Medium
S1878,94,36,35,8,2,68,22.5,21.875,4.0,26.1875,Medium
S1879,94,36,36,8,3,81,22.5,22.5,4.0,26.5,Low
S1880,86,35,38,8,2,73,21.875,23.75,4.0,26.8125,Medium
S1881,97,36,38,8,2,79,22.5,23.75,4.0,27.125,Low
S1882,84,27,23,7,2,51,16.875,14.374999999999998,3.5,19.125,Medium
S1883,100,40,38,8,4,88,25.0,23.75,4.0,28.375,Low
S1884,96,40,33,9,3,71,25.0,20.625,4.5,27.3125,Medium
S1885,82,28,20,5,2,46,17.5,12.5,2.5,17.5,High
S1886,80,30,29,7,3,62,18.75,18.125,3.5,21.9375,Medium
S1887,83,26,29,6,3,51,16.25,18.125,3.0,20.1875,Medium
S1888,94,40,33,8,3,77,25.0,20.625,4.0,26.8125,Low
S1889,79,29,33,8,2,52,18.125,20.625,4.0,23.375,Medium
S1890,90,36,39,9,3,73,22.5,24.375,4.5,27.9375,Medium
S1891,87,31,30,8,4,73,19.375,18.75,4.0,23.0625,Medium
S1892,96,38,34,8,3,74,23.75,21.25,4.0,26.5,Medium
S1893,77,31,29,6,3,57,19.375,18.125,3.0,21.75,Medium
S1894,82,37,33,9,3,65,23.125,20.625,4.5,26.375,Medium
S1895,79,25,31,7,3,48,15.625,19.375,3.5,21.0,High
S1896,94,30,32,7,2,65,18.75,20.0,3.5,22.875,Medium
S1897,100,39,38,8,4,82,24.375,23.75,4.0,28.0625,Low
S1898,90,33,38,8,2,73,20.625,23.75,4.0,26.1875,Medium
S1899,92,33,30,7,3,60,20.625,18.75,3.5,23.1875,Medium
S1900,80,28,32,8,3,62,17.5,20.0,4.0,22.75,Medium
S1901,95,36,30,8,3,76,22.5,18.75,4.0,24.625,Low
S1902,78,27,33,7,2,51,16.875,20.625,3.5,22.25,Medium
S1903,85,28,38,8,3,68,17.5,23.75,4.0,24.625,Medium
S1904,80,30,35,7,3,63,18.75,21.875,3.5,23.8125,Medium
S1905,83,21,29,6,2,54,13.125,18.125,3.0,18.625,Medium
S1906,89,29,35,7,3,78,18.125,21.875,3.5,23.5,Low
S1907,96,37,31,7,4,71,23.125,19.375,3.5,24.75,Medium
S1908,76,32,35,9,2,69,20.0,21.875,4.5,25.4375,Medium
S1909,79,29,37,8,3,61,18.125,23.125,4.0,24.625,Medium
S1910,87,31,29,7,2,53,19.375,18.125,3.5,22.25,Medium
S1911,84,28,32,8,3,67,17.5,20.0,4.0,22.75,Medium
S1912,88,34,33,8,2,69,21.25,20.625,4.0,24.9375,Medium
S1913,79,29,35,8,3,59,18.125,21.875,4.0,24.0,Medium
S1914,81,25,26,6,3,48,15.625,16.25,3.0,18.9375,High
S1915,77,34,35,9,4,72,21.25,21.875,4.5,26.0625,Medium
S1916,89,39,34,8,3,80,24.375,21.25,4.0,26.8125,Low
S1917,81,37,36,10,3,76,23.125,22.5,5.0,27.8125,Low
S1918,90,37,29,8,4,72,23.125,18.125,4.0,24.625,Medium
S1919,91,34,32,8,3,71,21.25,20.0,4.0,24.625,Medium
S1920,87,34,31,7,3,63,21.25,19.375,3.5,23.8125,Medium
S1921,95,31,31,7,3,63,19.375,19.375,3.5,22.875,Medium
S1922,91,25,34,6,4,69,15.625,21.25,3.0,21.4375,Medium
S1923,96,32,40,9,4,74,20.0,25.0,4.5,27.0,Medium
S1924,79,19,30,7,2,43,11.875,18.75,3.5,18.8125,High
S1925,93,34,29,8,2,69,21.25,18.125,4.0,23.6875,Medium
S1926,88,33,36,8,2,66,20.625,22.5,4.0,25.5625,Medium
S1927,84,39,39,9,4,77,24.375,24.375,4.5,28.875,Low
S1928,99,36,38,9,3,87,22.5,23.75,4.5,27.625,Low
S1929,79,23,31,7,3,57,14.374999999999998,19.375,3.5,20.375,Medium
S1930,85,30,32,7,3,63,18.75,20.0,3.5,22.875,Medium
S1931,87,32,21,6,2,55,20.0,13.125,3.0,19.5625,Medium
S1932,83,35,33,8,3,66,21.875,20.625,4.0,25.25,Medium
S1933,92,36,30,8,3,72,22.5,18.75,4.0,24.625,Medium
S1934,98,40,36,8,4,90,25.0,22.5,4.0,27.75,Low
S1935,94,36,30,7,3,68,22.5,18.75,3.5,24.125,Medium
S1936,76,31,30,8,4,56,19.375,18.75,4.0,23.0625,Medium
S1937,79,26,27,6,3,44,16.25,16.875,3.0,19.5625,High
S1938,93,35,40,8,3,75,21.875,25.0,4.0,27.4375,Low
S1939,78,32,32,7,3,65,20.0,20.0,3.5,23.5,Medium
S1940,84,35,31,8,2,62,21.875,19.375,4.0,24.625,Medium
S1941,77,26,24,7,2,45,16.25,15.0,3.5,19.125,High
S1942,69,31,28,7,3,54,19.375,17.5,3.5,21.9375,High
S1943,71,31,33,8,3,59,19.375,20.625,4.0,24.0,High
S1944,79,30,34,7,3,65,18.75,21.25,3.5,23.5,Medium
S1945,90,32,27,7,2,54,20.0,16.875,3.5,21.9375,Medium
S1946,86,33,30,8,3,68,20.625,18.75,4.0,23.6875,Medium
S1947,87,31,33,9,3,68,19.375,20.625,4.5,24.5,Medium
S1948,88,35,35,9,3,76,21.875,21.875,4.5,26.375,Low
S1949,84,29,33,8,2,66,18.125,20.625,4.0,23.375,Medium
S1950,94,31,40,8,3,70,19.375,25.0,4.0,26.1875,Medium
S1951,86,26,35,6,3,58,16.25,21.875,3.0,22.0625,Medium
S1952,86,38,33,8,4,83,23.75,20.625,4.0,26.1875,Low
S1953,98,35,33,8,3,77,21.875,20.625,4.0,25.25,Low
S1954,82,35,31,7,3,71,21.875,19.375,3.5,24.125,Medium
S1955,87,23,35,7,3,56,14.374999999999998,21.875,3.5,21.625,Medium
S1956,87,34,34,8,2,63,21.25,21.25,4.0,25.25,Medium
S1957,96,34,26,8,3,65,21.25,16.25,4.0,22.75,Medium
S1958,94,34,32,6,3,75,21.25,20.0,3.0,23.625,Low
S1959,76,40,21,7,3,55,25.0,13.125,3.5,22.5625,Medium
S1960,78,18,30,6,3,49,11.25,18.75,3.0,18.0,High
S1961,86,40,35,7,3,73,25.0,21.875,3.5,26.9375,Medium
S1962,86,36,21,7,2,61,22.5,13.125,3.5,21.3125,Medium
S1963,100,29,40,8,2,82,18.125,25.0,4.0,25.5625,Low
S1964,90,38,40,8,3,82,23.75,25.0,4.0,28.375,Low
S1965,85,35,34,8,3,68,21.875,21.25,4.0,25.5625,Medium
S1966,90,35,36,7,4,78,21.875,22.5,3.5,25.6875,Low
S1967,74,26,30,6,2,50,16.25,18.75,3.0,20.5,High
S1968,88,28,32,6,3,53,17.5,20.0,3.0,21.75,Medium
S1969,90,30,35,7,3,68,18.75,21.875,3.5,23.8125,Medium
S1970,68,25,28,6,2,45,15.625,17.5,3.0,19.5625,High
S1971,78,36,26,7,3,60,22.5,16.25,3.5,22.875,Medium
S1972,84,30,36,8,3,67,18.75,22.5,4.0,24.625,Medium
S1973,77,32,26,6,2,52,20.0,16.25,3.0,21.125,Medium
S1974,84,39,29,8,2,64,24.375,18.125,4.0,25.25,Medium
S1975,85,32,38,10,3,68,20.0,23.75,5.0,26.875,Medium
S1976,74,29,31,8,2,56,18.125,19.375,4.0,22.75,High
S1977,85,34,25,6,2,60,21.25,15.625,3.0,21.4375,Medium
S1978,89,36,35,9,3,69,22.5,21.875,4.5,26.6875,Medium
S1979,97,35,40,8,2,71,21.875,25.0,4.0,27.4375,Medium
S1980,73,33,30,7,3,58,20.625,18.75,3.5,23.1875,High
S1981,77,31,36,8,2,63,19.375,22.5,4.0,24.9375,Medium
S1982,89,32,34,7,3,59,20.0,21.25,3.5,24.125,Medium
S1983,100,33,34,8,3,70,20.625,21.25,4.0,24.9375,Medium
S1984,81,36,35,9,2,79,22.5,21.875,4.5,26.6875,Low
S1985,86,33,34,8,4,74,20.625,21.25,4.0,24.9375,Medium
S1986,81,32,33,8,3,62,20.0,20.625,4.0,24.3125,Medium
S1987,68,26,25,5,2,46,16.25,15.625,2.5,18.4375,High
S1988,77,29,36,7,4,63,18.125,22.5,3.5,23.8125,Medium
S1989,91,29,40,8,2,71,18.125,25.0,4.0,25.5625,Medium
S1990,83,30,24,7,3,54,18.75,15.0,3.5,20.375,Medium
S1991,82,35,29,8,3,71,21.875,18.125,4.0,24.0,Medium
S1992,84,29,28,7,3,65,18.125,17.5,3.5,21.3125,Medium
S1993,81,30,28,6,1,52,18.75,17.5,3.0,21.125,Medium
S1994,72,23,28,7,2,41,14.374999999999998,17.5,3.5,19.4375,High
S1995,75,30,27,7,2,51,18.75,16.875,3.5,21.3125,Medium
S1996,83,32,38,8,3,66,20.0,23.75,4.0,25.875,Medium
S1997,82,32,31,8,3,71,20.0,19.375,4.0,23.6875,Medium
S1998,72,27,23,6,2,43,16.875,14.374999999999998,3.0,18.625,High
S1999,90,30,33,7,3,70,18.75,20.625,3.5,23.1875,Medium
S2000,92,37,33,8,2,70,23.125,20.625,4.0,25.875,Medium
S2001,92,35,32,8,3,77,21.875,20.0,4.0,24.9375,Low
S2002,86,33,35,9,2,66,20.625,21.875,4.5,25.75,Medium
S2003,94,40,40,10,3,84,25.0,25.0,5.0,30.0,Low
S2004,82,21,26,6,2,44,13.125,16.25,3.0,17.6875,High
S2005,75,28,30,8,3,55,17.5,18.75,4.0,22.125,Medium
S2006,77,37,37,9,3,66,23.125,23.125,4.5,27.625,Medium
S2007,100,40,40,8,3,100,25.0,25.0,4.0,29.0,Low
S2008,81,31,32,8,3,59,19.375,20.0,4.0,23.6875,Medium
S2009,76,29,34,8,3,61,18.125,21.25,4.0,23.6875,Medium
S2010,85,28,33,8,3,67,17.5,20.625,4.0,23.0625,Medium
S2011,94,33,33,9,3,70,20.625,20.625,4.5,25.125,Medium
S2012,89,40,29,8,3,68,25.0,18.125,4.0,25.5625,Medium
S2013,85,31,33,6,3,67,19.375,20.625,3.0,23.0,Medium
S2014,92,34,27,6,2,58,21.25,16.875,3.0,22.0625,Medium
S2015,85,30,35,8,3,67,18.75,21.875,4.0,24.3125,Medium
S2016,76,26,21,7,2,48,16.25,13.125,3.5,18.1875,High
S2017,78,36,28,8,3,63,22.5,17.5,4.0,24.0,Medium
S2018,91,31,35,7,3,71,19.375,21.875,3.5,24.125,Medium
S2019,74,38,28,8,4,65,23.75,17.5,4.0,24.625,High
S2020,81,25,30,7,3,58,15.625,18.75,3.5,20.6875,Medium
S2021,90,30,39,8,3,72,18.75,24.375,4.0,25.5625,Medium
S2022,80,32,35,8,2,53,20.0,21.875,4.0,24.9375,Medium
S2023,94,38,32,8,3,73,23.75,20.0,4.0,25.875,Medium
S2024,80,29,32,5,3,50,18.125,20.0,2.5,21.5625,Medium
S2025,79,30,26,7,3,53,18.75,16.25,3.5,21.0,Medium
S2026,96,37,32,8,2,76,23.125,20.0,4.0,25.5625,Low
S2027,74,30,27,7,2,43,18.75,16.875,3.5,21.3125,High
S2028,65,23,25,6,2,38,14.374999999999998,15.625,3.0,18.0,High
S2029,78,34,33,7,3,70,21.25,20.625,3.5,24.4375,Medium
S2030,85,33,34,8,4,72,20.625,21.25,4.0,24.9375,Medium
S2031,85,27,28,6,2,53,16.875,17.5,3.0,20.1875,Medium
S2032,92,34,38,8,2,74,21.25,23.75,4.0,26.5,Medium
S2033,85,35,40,9,4,86,21.875,25.0,4.5,27.9375,Low
S2034,76,27,32,7,3,57,16.875,20.0,3.5,21.9375,Medium
S2035,82,28,40,7,3,69,17.5,25.0,3.5,24.75,Medium
S2036,77,35,27,7,3,67,21.875,16.875,3.5,22.875,Medium
S2037,79,37,30,8,3,67,23.125,18.75,4.0,24.9375,Medium
S2038,91,39,31,8,3,82,24.375,19.375,4.0,25.875,Low
S2039,85,32,28,7,3,58,20.0,17.5,3.5,22.25,Medium
S2040,86,33,39,8,3,77,20.625,24.375,4.0,26.5,Low
S2041,98,40,30,7,3,73,25.0,18.75,3.5,25.375,Medium
S2042,87,31,33,8,3,64,19.375,20.625,4.0,24.0,Medium
S2043,76,21,29,5,3,41,13.125,18.125,2.5,18.125,High
S2044,79,39,29,8,3,63,24.375,18.125,4.0,25.25,Medium
S2045,85,30,32,7,4,62,18.75,20.0,3.5,22.875,Medium
S2046,73,29,28,6,2,50,18.125,17.5,3.0,20.8125,High
S2047,94,34,33,6,3,70,21.25,20.625,3.0,23.9375,Medium
S2048,79,31,27,8,3,68,19.375,16.875,4.0,22.125,Medium
S2049,75,28,26,5,3,51,17.5,16.25,2.5,19.375,Medium
S2050,86,39,26,7,3,63,24.375,16.25,3.5,23.8125,Medium
S2051,99,33,33,7,2,69,20.625,20.625,3.5,24.125,Medium
S2052,89,31,38,9,2,69,19.375,23.75,4.5,26.0625,Medium
S2053,94,37,35,8,3,82,23.125,21.875,4.0,26.5,Low
S2054,86,30,30,8,3,58,18.75,18.75,4.0,22.75,Medium
S2055,82,35,29,7,3,66,21.875,18.125,3.5,23.5,Medium
S2056,84,22,34,6,3,52,13.750000000000002,21.25,3.0,20.5,Medium
S2057,87,39,28,8,3,82,24.375,17.5,4.0,24.9375,Low
S2058,90,36,35,8,3,76,22.5,21.875,4.0,26.1875,Low
S2059,77,25,28,6,2,42,15.625,17.5,3.0,19.5625,High
S2060,80,34,33,7,3,63,21.25,20.625,3.5,24.4375,Medium
S2061,93,35,36,9,3,81,21.875,22.5,4.5,26.6875,Low
S2062,99,36,40,9,2,85,22.5,25.0,4.5,28.25,Low
S2063,99,40,40,9,4,94,25.0,25.0,4.5,29.5,Low
S2064,100,32,35,8,3,75,20.0,21.875,4.0,24.9375,Low
S2065,96,32,40,8,3,76,20.0,25.0,4.0,26.5,Low
S2066,68,22,26,5,1,39,13.750000000000002,16.25,2.5,17.5,High
S2067,94,30,40,7,3,68,18.75,25.0,3.5,25.375,Medium
S2068,78,34,30,7,3,65,21.25,18.75,3.5,23.5,Medium
S2069,90,27,21,6,3,51,16.875,13.125,3.0,18.0,Medium
S2070,77,30,33,7,3,60,18.75,20.625,3.5,23.1875,Medium
S2071,88,24,37,6,2,56,15.0,23.125,3.0,22.0625,Medium
S2072,89,37,39,10,3,89,23.125,24.375,5.0,28.75,Low
S2073,91,30,36,9,3,73,18.75,22.5,4.5,25.125,Medium
S2074,74,25,28,6,3,38,15.625,17.5,3.0,19.5625,High
S2075,90,39,33,8,3,71,24.375,20.625,4.0,26.5,Medium
S2076,89,36,39,9,3,85,22.5,24.375,4.5,27.9375,Low
S2077,78,29,23,7,2,53,18.125,14.374999999999998,3.5,19.75,Medium
S2078,100,32,37,7,3,78,20.0,23.125,3.5,25.0625,Low
S2079,88,35,36,8,4,83,21.875,22.5,4.0,26.1875,Low
S2080,80,35,33,6,4,58,21.875,20.625,3.0,24.25,Medium
S2081,83,25,29,6,3,58,15.625,18.125,3.0,19.875,Medium
S2082,91,37,40,10,4,86,23.125,25.0,5.0,29.0625,Low
S2083,76,32,23,6,2,49,20.0,14.374999999999998,3.0,20.1875,High
S2084,74,36,29,7,2,54,22.5,18.125,3.5,23.8125,High
S2085,88,30,33,7,3,67,18.75,20.625,3.5,23.1875,Medium
S2086,76,30,30,7,3,48,18.75,18.75,3.5,22.25,High
S2087,100,37,40,10,3,86,23.125,25.0,5.0,29.0625,Low
S2088,92,30,29,9,3,65,18.75,18.125,4.5,22.9375,Medium
S2089,93,32,35,6,2,66,20.0,21.875,3.0,23.9375,Medium
S2090,94,36,38,7,3,79,22.5,23.75,3.5,26.625,Low
S2091,86,32,32,7,2,61,20.0,20.0,3.5,23.5,Medium
S2092,78,29,34,8,3,64,18.125,21.25,4.0,23.6875,Medium
S2093,80,34,25,6,3,56,21.25,15.625,3.0,21.4375,Medium
S2094,92,36,33,7,3,72,22.5,20.625,3.5,25.0625,Medium
S2095,80,25,39,7,3,61,15.625,24.375,3.5,23.5,Medium
S2096,75,28,24,5,2,37,17.5,15.0,2.5,18.75,High
S2097,92,40,40,8,2,75,25.0,25.0,4.0,29.0,Low
S2098,98,39,33,7,3,78,24.375,20.625,3.5,26.0,Low
S2099,75,27,25,6,4,45,16.875,15.625,3.0,19.25,High
S2100,90,32,32,7,3,63,20.0,20.0,3.5,23.5,Medium
S2101,87,29,26,7,3,50,18.125,16.25,3.5,20.6875,Medium
S2102,91,37,29,7,3,71,23.125,18.125,3.5,24.125,Medium
S2103,87,36,30,9,3,70,22.5,18.75,4.5,25.125,Medium
S2104,89,34,39,9,3,73,21.25,24.375,4.5,27.3125,Medium
S2105,87,32,32,8,2,64,20.0,20.0,4.0,24.0,Medium
S2106,95,38,40,10,3,81,23.75,25.0,5.0,29.375,Low
S2107,89,29,38,9,3,75,18.125,23.75,4.5,25.4375,Low
S2108,82,33,25,6,4,59,20.625,15.625,3.0,21.125,Medium
S2109,69,27,25,6,2,42,16.875,15.625,3.0,19.25,High
S2110,88,36,34,8,3,76,22.5,21.25,4.0,25.875,Low
S2111,81,24,30,6,3,54,15.0,18.75,3.0,19.875,Medium
S2112,78,33,30,7,3,66,20.625,18.75,3.5,23.1875,Medium
S2113,80,32,29,8,3,53,20.0,18.125,4.0,23.0625,Medium
S2114,89,32,39,8,3,72,20.0,24.375,4.0,26.1875,Medium
S2115,98,37,33,8,4,74,23.125,20.625,4.0,25.875,Medium
S2116,97,30,32,8,3,63,18.75,20.0,4.0,23.375,Medium
S2117,99,37,40,8,3,79,23.125,25.0,4.0,28.0625,Low
S2118,88,40,34,8,3,68,25.0,21.25,4.0,27.125,Medium
S2119,81,35,28,8,2,58,21.875,17.5,4.0,23.6875,Medium
S2120,82,31,33,7,3,66,19.375,20.625,3.5,23.5,Medium
S2121,83,29,32,6,3,55,18.125,20.0,3.0,22.0625,Medium
S2122,90,29,34,8,2,66,18.125,21.25,4.0,23.6875,Medium
S2123,84,37,32,8,2,61,23.125,20.0,4.0,25.5625,Medium
S2124,85,27,40,7,3,66,16.875,25.0,3.5,24.4375,Medium
S2125,87,32,39,8,3,70,20.0,24.375,4.0,26.1875,Medium
S2126,85,33,35,9,4,81,20.625,21.875,4.5,25.75,Low
S2127,71,22,33,7,2,40,13.750000000000002,20.625,3.5,20.6875,High
S2128,89,38,31,7,3,61,23.75,19.375,3.5,25.0625,Medium
S2129,92,36,31,8,3,65,22.5,19.375,4.0,24.9375,Medium
S2130,89,33,39,8,3,70,20.625,24.375,4.0,26.5,Medium
S2131,86,27,22,7,2,51,16.875,13.750000000000002,3.5,18.8125,Medium
S2132,71,28,26,6,3,49,17.5,16.25,3.0,19.875,High
S2133,100,37,35,9,3,79,23.125,21.875,4.5,27.0,Low
S2134,76,33,30,6,2,55,20.625,18.75,3.0,22.6875,Medium
S2135,81,39,29,8,3,72,24.375,18.125,4.0,25.25,Medium
S2136,82,27,39,7,4,77,16.875,24.375,3.5,24.125,Low
S2137,95,34,34,8,4,76,21.25,21.25,4.0,25.25,Low
S2138,85,32,39,8,2,66,20.0,24.375,4.0,26.1875,Medium
S2139,84,30,21,7,2,53,18.75,13.125,3.5,19.4375,Medium
S2140,83,32,34,8,3,63,20.0,21.25,4.0,24.625,Medium
S2141,83,28,27,6,3,55,17.5,16.875,3.0,20.1875,Medium
S2142,88,36,30,8,3,60,22.5,18.75,4.0,24.625,Medium
S2143,86,37,29,8,3,69,23.125,18.125,4.0,24.625,Medium
S2144,85,33,24,8,3,67,20.625,15.0,4.0,21.8125,Medium
S2145,97,34,40,8,4,86,21.25,25.0,4.0,27.125,Low
S2146,84,31,39,8,3,69,19.375,24.375,4.0,25.875,Medium
S2147,100,33,30,8,3,68,20.625,18.75,4.0,23.6875,Medium
